date,cci,indiesleaze_skinnyjeans,indiesleaze_cheetahprint,indiesleaze_furcoat,indiesleaze_leatherskirt,indiesleaze_discopants,lipstickindex_lipstick,lipstickindex_lip_stick,lipstickindex_lipgloss,lipstickindex_lipliner,lipstickindex_liptint,maxiskirt_maxiskirt,maxiskirt_longskirt,maxiskirt_bohoskirt,maxiskirt_maxidress,maxiskirt_longdress,bigbag_hobobag,bigbag_oversizedbag,bigbag_totebag,bigbag_neverfull,bigbag_balenciagacitybag,highheelindex_highheels,highheelindex_stilletoheel,highheelindex_platforms,highheelindex_platformheels,highheelindex_pumps,peplums_peplum,peplums_peplumtops,peplums_peplumdress,peplums_rufflewaist,peplums_peplumblazer,blazers_blazer,blazers_womensblazer,blazers_oversizedblazer,blazers_boyfriendblazer,blazers_croppedblazer,mini_miniskirt,mini_minidress,mini_micromini,mini_microshort,mini_micominiskirt,cpi,cpi_index,inflation_rate_yoy,consumer_sentiment,unemployment_rate,retail_sales_clothing,retail_sales_real,personal_saving_rate,year,month,quarter,period,Indie Sleaze_score,Lipstick Index_score,Maxi Skirt_score,Big Bag_score,High Heel Index_score,Peplums_score,Blazers_score,Mini Skirts_score,census_beauty_sales,census_fashion_sales,retail_total_spending,retail_avg_transaction,retail_transaction_count,retail_unique_customers,luxury_total_spending,luxury_transaction_count,luxury_avg_transaction,luxury_unique_customers,necessity_total_spending,necessity_transaction_count,luxury_ratio_pct,luxury_experiential_spending,luxury_gifts_spending,luxury_beauty_cosmetics_spending,luxury_fashion_accessories_spending,luxury_food_treats_spending,Mini Skirts_R_squared,Mini Skirts_p_value,Mini Skirts_coefficient,Mini Skirts_significant,Blazers_R_squared,Blazers_p_value,Blazers_coefficient,Blazers_significant,High Heel Index_R_squared,High Heel Index_p_value,High Heel Index_coefficient,High Heel Index_significant,Big Bag_R_squared,Big Bag_p_value,Big Bag_coefficient,Big Bag_significant,Indie Sleaze_R_squared,Indie Sleaze_p_value,Indie Sleaze_coefficient,Indie Sleaze_significant,Maxi Skirt_R_squared,Maxi Skirt_p_value,Maxi Skirt_coefficient,Maxi Skirt_significant,Lipstick Index_R_squared,Lipstick Index_p_value,Lipstick Index_coefficient,Lipstick Index_significant,Peplums_R_squared,Peplums_p_value,Peplums_coefficient,Peplums_significant,census_Beauty_&_Personal_Care_NAICS_446_R_squared,census_Beauty_&_Personal_Care_NAICS_446_p_value,census_Beauty_&_Personal_Care_NAICS_446_coefficient,census_Womens_Clothing_NAICS_44812_R_squared,census_Womens_Clothing_NAICS_44812_p_value,census_Womens_Clothing_NAICS_44812_coefficient,month_name,year_month,year_quarter,is_recession,cci_category,unemployment_category,Indie Sleaze_performance,Lipstick Index_performance,Maxi Skirt_performance,Big Bag_performance,High Heel Index_performance,Peplums_performance,Blazers_performance,Mini Skirts_performance
2009-05-01,98.12306,337.058,106.905,52.011,26.191,2.647,337.13,100.767,147.045,16.13,3.35,13.474,56.977,7.619,215.497,187.528,47.297,5.561,188.337,18.981,0.0,452.805,2.06,65.497,21.587,730.997,7.668,0.0,0.0,308,0.0,588.583,0.0,0.0,9.14,0.0,165.44,2.892,182.634,4.876,7.903,218.904,1.1248920863309353,1.8461309413034588,68.7,9.4,16832,14963.213097979022,7.8,2009,5,2,Great Recession,-0.5509394639015546,-0.8615627851613915,-0.9001706126265875,-0.5863619742981308,-0.809406803471427,-0.9557823389665294,-0.7337053543672398,-0.3274967876291572,20853.0,2970.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,May,2009-05,2009Q2,1,Low Confidence,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-06-01,98.46567,364.24,98.682,65.014,22.917,2.647,337.13,88.675,147.045,16.13,4.467,13.474,49.545,7.619,215.497,147.344,48.775,8.833,188.337,21.09,0.0,475.075,1.648,65.497,21.587,747.611,7.668,0.0,0.0,0,0.0,588.583,0.0,0.0,8.759,0.0,165.44,3.856,189.526,5.763,5.796,219.112,1.125960945529291,1.711972667855011,70.8,9.5,15057,13372.577494614625,6.1,2009,6,2,Great Recession,-0.5438334518562743,-0.8479131641369939,-1.0707089214335943,-0.0792803851561018,-0.822542293928786,-0.9561078432405552,-0.7337689210642103,-0.1781910127609569,20801.0,2936.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,June,2009-06,2009Q2,1,Low Confidence,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-07-01,98.68877,396.858,90.458,65.014,26.191,4.368,337.13,92.705,147.045,16.13,4.467,6.737,47.068,6.095,177.468,133.949,47.297,5.234,204.032,21.09,0.0,408.267,2.06,65.497,23.745,722.69,11.502,0.0,0.0,0,0.0,588.583,0.0,0.0,14.471,0.0,165.44,1.807,199.864,7.315,10.362,219.263,1.126736896197328,1.5270992984974363,66.0,9.5,15627,13869.253818473704,5.4,2009,7,3,Normal,-0.068957327837618,-0.8454791483833054,-1.1284635202522169,-0.6362376873644955,-0.7958401125026173,-0.9117617632879562,-0.7328159211348243,-0.4242077990973471,20753.0,2934.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,July,2009-07,2009Q3,0,Low Confidence,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-08-01,98.89773,532.769,98.682,78.017,29.464,3.309,337.13,100.767,130.706,16.13,4.467,6.737,52.022,6.095,101.41,147.344,48.775,8.179,219.727,23.199,0.0,452.805,1.922,61.13,23.745,681.156,7.668,0.0,3.183,0,0.0,679.135,0.0,0.0,30.466,0.0,183.823,2.169,192.972,5.763,7.201,219.496,1.127934224049332,1.4339650543224725,65.7,9.6,17253,15296.104712614351,4.4,2009,8,3,Normal,-0.2705281338272028,-0.8406103933008795,-1.014788859562582,-0.1796678713359976,-0.8406677063317889,-0.9550323625424902,-0.7301395399346258,-0.4125915152591117,20815.0,3044.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,August,2009-08,2009Q3,0,Low Confidence,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-09-01,99.11938,451.223,106.905,104.022,39.286,3.971,337.13,92.705,130.706,16.13,4.467,0.0,56.977,9.143,63.381,174.133,42.863,5.889,172.643,23.199,0.0,467.652,1.785,65.497,25.904,631.316,11.502,0.0,3.183,0,0.0,679.135,0.0,0.0,38.083,2.826,183.823,3.374,179.188,8.866,9.66,219.92,1.1301130524152108,1.4798373886199645,73.5,9.8,15243,13488.031102218987,5.5,2009,9,3,Normal,-0.125602379182401,-0.8454796327565216,-0.9008530698863404,-0.5374671791302401,-0.7840738710411914,-0.9106862825898916,-0.5427070059676135,-0.0149185632746859,20955.0,2994.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,September,2009-09,2009Q3,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-10-01,99.21873,472.968,106.905,169.037,45.834,6.221,449.507,100.767,147.045,21.507,4.467,0.0,61.931,3.047,38.028,214.318,45.819,4.58,156.948,16.872,0.0,452.805,1.922,69.863,25.904,631.316,11.502,0.0,2.122,0,0.0,792.324,0.0,0.0,35.036,0.0,193.014,2.772,189.526,5.541,7.552,220.501,1.133098663926002,1.712733177113113,70.6,10.0,16642,14687.158788395516,5.1,2009,10,4,Normal,0.4925111333907702,-0.8145088464726017,-0.7887124951448284,-0.7395500426669845,-0.7346183568950807,-0.911044776155913,-0.7293673885656102,-0.2537132103161962,21012.0,2993.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,October,2009-10,2009Q4,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-11-01,99.24712,472.968,106.905,195.042,42.56,3.441,337.13,108.828,163.383,16.13,3.35,6.737,54.499,3.047,25.352,187.528,47.297,5.889,172.643,25.309,0.0,452.805,1.922,69.863,21.587,589.782,11.502,0.0,0.0,0,0.0,769.686,0.0,0.0,32.37,0.0,193.014,5.544,203.31,7.98,7.903,220.666,1.1339465570400822,1.714243571010421,67.4,9.9,17881,15768.820751724326,5.5,2009,11,4,Normal,-0.2532173455444617,-0.8566936653363111,-0.9587195319675216,-0.5337872478434939,-0.7337324684221862,-0.9117617632879562,-0.729814125557556,0.3599561305958125,21045.0,2967.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,November,2009-11,2009Q4,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2009-12-01,99.30729,543.642,115.129,286.062,39.286,3.309,449.507,120.92,179.721,21.507,4.467,0.0,52.022,6.095,25.352,187.528,57.643,6.543,235.422,35.854,3.85,423.113,1.922,61.13,25.904,556.555,11.502,0.0,2.122,0,0.0,928.151,0.0,0.0,34.655,0.0,165.44,1.807,223.985,7.536,8.782,220.881,1.1350513874614594,1.8236717759594343,72.5,9.9,26378,23239.47646017539,5.4,2009,12,4,Normal,-0.2469531151719271,-0.8023359870946197,-1.0153207315701165,-0.4052717151413895,-0.8028310536969392,-0.911044776155913,-0.729419333618888,-0.4805938125289193,20951.0,2882.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,December,2009-12,2009Q4,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-01-01,99.37518,391.422,115.129,182.04,29.464,3.706,449.507,96.736,163.383,21.507,3.35,6.737,56.977,6.095,38.028,200.923,42.863,5.561,172.643,27.418,3.529,415.69,1.648,61.13,25.904,614.702,15.336,0.0,3.183,0,0.0,724.41,0.0,0.0,31.228,0.0,156.249,2.772,199.864,7.093,8.782,220.633,1.1337769784172662,1.5123351706495702,74.4,9.8,12866,11347.910783971573,5.6,2010,1,1,Normal,-0.2304714034754714,-0.83789585809058,-0.9010897689778484,-0.5710887074643949,-0.8187245057493047,-0.8663402026372923,-0.7300085327164951,-0.314627221269777,20917.0,2996.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,January,2010-01,2010Q1,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-02-01,99.39132,380.549,115.129,117.025,29.464,4.368,449.507,96.736,147.045,21.507,4.467,6.737,54.499,7.619,63.381,214.318,41.385,3.926,172.643,31.636,4.813,437.959,1.648,69.863,30.222,631.316,19.17,0.0,4.244,0,0.0,701.772,0.0,0.0,31.228,0.0,137.867,2.892,172.296,5.098,4.917,220.731,1.1342805755395684,1.3494526888039982,73.6,9.8,14432,12723.483334918974,5.3,2010,2,1,Normal,-0.0593530754922621,-0.8169434662004227,-0.9575657413421016,-0.8176533540368516,-0.7272774084036825,-0.8216356291186716,-0.7300104696713708,-0.4957374882163442,20942.0,2955.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,February,2010-02,2010Q1,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-03-01,99.38895,353.367,115.129,78.017,29.464,3.309,449.507,108.828,179.721,21.507,5.584,6.737,56.977,7.619,88.734,227.713,44.341,4.907,172.643,33.745,5.134,475.075,1.373,74.23,32.38,730.997,15.336,0.0,2.122,0,0.0,769.686,0.0,0.0,33.132,2.826,137.867,3.374,179.188,6.65,6.85,220.783,1.1345477903391572,1.1592051426555503,73.6,9.9,16972,14959.264073773797,5.3,2010,3,1,Normal,-0.3573463449582724,-0.7886863660702224,-0.9007037220884704,-0.6620169317648399,-0.7105894700400908,-0.8666986962033139,-0.5435252916108415,-0.3104339566072261,21090.0,3086.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,March,2010-03,2010Q1,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-04-01,99.36604,347.931,90.458,65.014,16.369,3.044,449.507,104.797,163.383,26.884,4.467,6.737,61.931,9.143,126.763,241.108,47.297,6.216,188.337,31.636,0.0,460.229,2.472,74.23,34.539,739.304,11.502,0.0,3.183,0,0.0,701.772,0.0,0.0,30.085,2.826,156.249,3.133,175.742,6.871,5.093,220.822,1.134748201438849,0.9675088932173947,72.2,9.9,16632,14656.996132631712,6.0,2010,4,2,Normal,-0.4565112150265449,-0.7859742917370139,-0.7866422504798813,-0.4813664282987702,-0.6906461948395765,-0.9106862825898916,-0.5440394692095095,-0.3367421689585024,21206.0,3063.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,April,2010-04,2010Q2,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-05-01,99.31453,309.876,106.905,65.014,22.917,2.382,449.507,104.797,163.383,16.13,5.584,6.737,61.931,10.667,164.792,214.318,42.863,4.58,188.337,33.745,5.775,467.652,2.06,87.329,36.698,772.531,11.502,0.0,3.183,0,0.0,633.859,0.0,0.0,21.707,0.0,165.44,4.097,189.526,10.64,5.796,220.962,1.1354676258992806,0.9401381427474932,73.6,9.6,17284,15221.92232148514,6.4,2010,5,2,Normal,-0.638883867578312,-0.8172215247799428,-0.7862580786172682,-0.7106783036276406,-0.5654204636381731,-0.9106862825898916,-0.7316047805078041,-0.0077720547136478,21146.0,3043.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,May,2010-05,2010Q2,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-06-01,99.26768,282.694,82.235,52.011,19.643,3.177,449.507,108.828,147.045,21.507,4.467,13.474,54.499,9.143,177.468,187.528,42.863,4.907,188.337,31.636,5.454,445.382,2.197,78.596,30.222,714.384,7.668,0.0,3.183,0,0.0,520.67,394.0,0.0,19.041,0.0,174.632,11.69,206.756,9.31,6.85,221.194,1.1366598150051388,0.9501989849939774,76.0,9.4,15740,13847.590802643832,6.2,2010,6,2,Normal,-0.4595478261079556,-0.8096402109910922,-0.9566485232729984,-0.6622368543800194,-0.6497738718310982,-0.9550323625424902,-0.7112620003551552,1.5210035068658536,21400.0,3049.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,June,2010-06,2010Q2,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-07-01,99.21994,293.566,98.682,65.014,22.917,2.25,449.507,96.736,130.706,21.507,4.467,13.474,52.022,9.143,139.439,160.738,39.907,5.561,188.337,35.854,4.171,415.69,1.785,65.497,28.063,614.702,7.668,0.0,3.183,0,0.0,520.67,0.0,0.0,17.899,2.261,165.44,3.254,199.864,7.536,6.147,221.363,1.1375282631038026,0.9577539302116688,67.8,9.4,16444,14455.90455496176,6.1,2010,7,3,Normal,-0.688454452735504,-0.8169439505736388,-1.0134882969694607,-0.5677036866208264,-0.767374854397365,-0.9550323625424902,-0.5833072631149308,-0.2507765083215507,21487.0,3038.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,July,2010-07,2010Q3,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-08-01,99.23846,364.24,115.129,78.017,26.191,3.044,449.507,104.797,147.045,21.507,4.467,13.474,56.977,7.619,88.734,174.133,42.863,7.525,204.032,35.854,0.0,415.69,1.922,65.497,30.222,598.089,11.502,0.0,3.183,0,0.0,656.497,0.0,0.0,19.041,2.261,174.632,2.892,196.418,6.871,4.742,221.509,1.13827852004111,0.9171009950067256,68.9,9.5,17522,15393.420583362304,6.2,2010,8,3,Normal,-0.4245847798633669,-0.8120748307189132,-0.9001740977571058,-0.280934148024654,-0.7573510697956478,-0.9106862825898916,-0.5831051082220504,-0.3453119356465238,21594.0,3067.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,August,2010-08,2010Q3,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
2010-09-01,99.2652,277.257,115.129,91.02,39.286,2.118,449.507,96.736,114.368,16.13,4.467,6.737,138.726,6.095,63.381,200.923,38.429,3.598,156.948,29.527,2.887,452.805,1.648,65.497,32.38,581.475,19.17,0.0,3.183,0,0.0,679.135,0.0,0.0,25.135,0.0,165.44,2.651,179.188,7.315,4.215,221.711,1.13931654676259,0.8143870498363182,68.2,9.5,15853,13914.482366684557,6.1,2010,9,3,Normal,-0.7103979363068321,-0.8430444895555381,0.9747504914706454,-0.8795937533889174,-0.7590786808921792,-0.8219941226846932,-0.7310289731670414,-0.4171135520713918,21634.0,3115.0,,,,,,,,,,,,,,,,,0.1831635484453692,1.204010754213183e-12,-0.5347838057904801,Yes,0.1696102994679804,9.772114226850746e-12,-0.4936270750374693,Yes,0.1352356252369577,1.733059197110701e-09,-0.4406726276194115,Yes,0.1274825920653848,5.438542700359429e-09,-0.4236470476756455,Yes,0.0761427858421984,8.77946820927271e-06,-0.334768807772364,Yes,0.0610146830618768,7.392738846708735e-05,-0.2930381206198336,Yes,0.0563933375980332,0.0001414591260971,-0.2834692472822178,Yes,0.0004462133380993,0.7386063841751334,0.024958508554532,No,0.2479314715283775,1.0639702673960946e-26,-293.78307086711175,0.1003235852668895,7.261902239690877e-11,-8.523892104405764,September,2010-09,2010Q3,0,Medium,High (>=8%),Significant,Significant,Significant,Top Performer,Top Performer,Not Significant,Top Performer,Top Performer
